TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,"""+/-"""
BOS,BOS vs. SAC,11/25/2019,W,240,103,38,85,44.7,7,30,23.3,20,23,87,11,27,38,20,10,4,12,16,1
GSW,GSW vs. OKC,11/25/2019,L,240,97,37,89,41.6,9,20,45,14,16,87.5,9,32,41,27,10,7,13,17,-3
OKC,OKC @ GSW,11/25/2019,W,240,100,40,85,47.1,11,32,34.4,9,11,81.8,9,34,43,26,5,13,16,16,3
LAL,LAL @ SAS,11/25/2019,W,240,114,44,89,49.4,14,33,42.4,12,18,66.7,10,30,40,28,7,6,9,18,10
SAS,SAS vs. LAL,11/25/2019,L,240,104,41,88,46.6,10,25,40,12,15,80,9,32,41,23,4,5,13,22,-10
MIN,MIN @ ATL,11/25/2019,W,240,125,41,90,45.6,15,35,42.9,28,36,77.8,14,33,47,27,10,6,14,25,12
ATL,ATL vs. MIN,11/25/2019,L,240,113,41,94,43.6,10,32,31.3,21,26,80.8,9,33,42,26,6,4,18,25,-12
TOR,TOR vs. PHI,11/25/2019,W,240,101,38,84,45.2,11,34,32.4,14,22,63.6,8,32,40,27,5,5,10,18,5
PHI,PHI @ TOR,11/25/2019,L,240,96,36,88,40.9,15,40,37.5,9,16,56.3,14,37,51,25,7,3,16,20,-5
POR,POR @ CHI,11/25/2019,W,240,117,46,89,51.7,8,27,29.6,17,22,77.3,13,42,55,23,8,5,15,20,23
CHI,CHI vs. POR,11/25/2019,L,240,94,36,86,41.9,9,39,23.1,13,20,65,8,29,37,24,8,4,17,20,-23
BKN,BKN @ CLE,11/25/2019,W,240,108,44,94,46.8,11,34,32.4,9,11,81.8,12,36,48,29,8,10,10,21,2
CLE,CLE vs. BKN,11/25/2019,L,240,106,40,94,42.6,13,32,40.6,13,20,65,12,33,45,24,5,4,12,14,-2
DEN,DEN vs. PHX,11/24/2019,W,240,116,43,91,47.3,14,31,45.2,16,23,69.6,19,33,52,24,4,2,11,16,12
SAC,SAC @ WAS,11/24/2019,W,240,113,39,81,48.1,11,31,35.5,24,28,85.7,6,33,39,22,9,5,14,17,7
WAS,WAS vs. SAC,11/24/2019,L,240,106,42,92,45.7,13,34,38.2,9,12,75,12,33,45,29,5,2,17,23,-7
PHX,PHX @ DEN,11/24/2019,L,240,104,41,82,50,12,35,34.3,10,12,83.3,7,29,36,25,4,2,12,18,-12
NOP,NOP @ LAC,11/24/2019,L,240,109,43,98,43.9,13,41,31.7,10,18,55.6,12,33,45,26,1,6,9,26,-25
LAC,LAC vs. NOP,11/24/2019,W,240,134,46,98,46.9,16,43,37.2,26,33,78.8,16,40,56,27,4,5,8,21,25
BKN,BKN @ NYK,11/24/2019,W,240,103,31,77,40.3,14,38,36.8,27,34,79.4,7,28,35,18,6,1,12,16,2
NYK,NYK vs. BKN,11/24/2019,L,240,101,37,80,46.3,18,35,51.4,9,16,56.3,9,34,43,22,6,4,19,29,-2
HOU,HOU vs. DAL,11/24/2019,L,240,123,45,98,45.9,10,44,22.7,23,31,74.2,15,39,54,26,5,2,11,26,-14
DAL,DAL @ HOU,11/24/2019,W,240,137,49,102,48,17,44,38.6,22,28,78.6,12,34,46,28,9,5,12,22,14
MIL,MIL vs. DET,11/23/2019,W,240,104,41,84,48.8,13,37,35.1,9,18,50,9,40,49,25,10,8,21,14,14
DET,DET @ MIL,11/23/2019,L,240,90,37,91,40.7,10,35,28.6,6,10,60,6,34,40,22,7,3,16,18,-14
CLE,CLE vs. POR,11/23/2019,W,240,110,37,87,42.5,10,31,32.3,26,32,81.3,9,43,52,19,9,2,13,14,6
ORL,ORL @ IND,11/23/2019,L,240,106,43,92,46.7,13,31,41.9,7,9,77.8,7,26,33,24,11,5,14,16,-5
IND,IND vs. ORL,11/23/2019,W,240,111,43,79,54.4,10,24,41.7,15,16,93.8,7,35,42,26,6,6,19,14,5
POR,POR @ CLE,11/23/2019,L,240,104,39,87,44.8,14,40,35,12,16,75,6,32,38,21,6,6,10,20,-6
MIA,MIA @ PHI,11/23/2019,L,240,86,30,75,40,6,24,25,20,27,74.1,9,29,38,12,6,4,18,16,-27
PHI,PHI vs. MIA,11/23/2019,W,240,113,42,83,50.6,14,29,48.3,15,17,88.2,8,36,44,28,11,2,15,27,27
MIN,MIN vs. PHX,11/23/2019,L,240,98,38,91,41.8,12,42,28.6,10,17,58.8,9,48,57,26,2,10,14,23,-2
PHX,PHX @ MIN,11/23/2019,W,240,100,33,96,34.4,10,35,28.6,24,26,92.3,12,44,56,22,9,3,7,17,2
NYK,NYK vs. SAS,11/23/2019,L,240,104,40,93,43,15,40,37.5,9,15,60,10,27,37,30,12,3,11,22,-7
SAS,SAS @ NYK,11/23/2019,W,240,111,40,75,53.3,12,23,52.2,19,28,67.9,9,38,47,26,7,3,22,17,7
CHI,CHI @ CHA,11/23/2019,W,240,116,43,95,45.3,22,47,46.8,8,12,66.7,13,26,39,27,12,3,13,20,1
CHA,CHA vs. CHI,11/23/2019,L,240,115,44,80,55,12,28,42.9,15,22,68.2,10,33,43,26,5,7,20,17,-1
TOR,TOR @ ATL,11/23/2019,W,240,119,40,88,45.5,13,37,35.1,26,30,86.7,12,30,42,22,5,5,17,16,3
ATL,ATL vs. TOR,11/23/2019,L,240,116,47,90,52.2,14,34,41.2,8,11,72.7,8,30,38,32,9,7,15,27,-3
LAL,LAL @ MEM,11/23/2019,W,240,109,38,84,45.2,13,39,33.3,20,29,69,11,29,40,19,12,7,16,14,1
MEM,MEM vs. LAL,11/23/2019,L,240,108,43,89,48.3,14,30,46.7,8,13,61.5,12,35,47,28,12,3,22,19,-1
NOP,NOP @ UTA,11/23/2019,L,240,120,42,101,41.6,17,41,41.5,19,20,95,9,29,38,21,7,6,10,24,-8
UTA,UTA vs. NOP,11/23/2019,W,240,128,42,82,51.2,15,36,41.7,29,33,87.9,7,42,49,29,2,4,18,21,8
HOU,HOU @ LAC,11/22/2019,L,240,119,39,84,46.4,15,43,34.9,26,38,68.4,11,32,43,22,11,2,15,27,-3
LAC,LAC vs. HOU,11/22/2019,W,240,122,45,87,51.7,13,33,39.4,19,24,79.2,10,37,47,27,9,4,19,32,3
GSW,GSW @ UTA,11/22/2019,L,240,109,43,94,45.7,12,28,42.9,11,12,91.7,6,31,37,28,11,3,9,18,-4
UTA,UTA vs. GSW,11/22/2019,W,240,113,43,85,50.6,14,32,43.8,13,16,81.3,8,40,48,23,4,10,21,14,4
OKC,OKC vs. LAL,11/22/2019,L,240,127,49,93,52.7,11,31,35.5,18,20,90,6,31,37,28,8,3,12,23,-3
LAL,LAL @ OKC,11/22/2019,W,240,130,45,88,51.1,17,31,54.8,23,29,79.3,11,34,45,32,7,6,16,20,3
CHA,CHA @ WAS,11/22/2019,L,240,118,48,93,51.6,14,34,41.2,8,8,100,7,37,44,24,9,5,16,18,-7
WAS,WAS vs. CHA,11/22/2019,W,240,125,48,91,52.7,14,34,41.2,15,20,75,6,35,41,34,10,3,11,13,7
CLE,CLE @ DAL,11/22/2019,L,240,101,37,86,43,12,29,41.4,15,17,88.2,8,26,34,23,3,3,10,15,-42
DAL,DAL vs. CLE,11/22/2019,W,240,143,58,100,58,20,37,54.1,7,9,77.8,10,39,49,31,8,7,5,18,42
ATL,ATL @ DET,11/22/2019,L,240,103,38,88,43.2,10,37,27,17,17,100,10,24,34,26,12,2,20,18,-25
CHI,CHI vs. MIA,11/22/2019,L,240,108,41,90,45.6,10,30,33.3,16,20,80,14,27,41,23,11,3,13,24,-8
MIA,MIA @ CHI,11/22/2019,W,240,116,39,79,49.4,14,38,36.8,24,28,85.7,9,35,44,33,10,3,19,17,8
PHI,PHI vs. SAS,11/22/2019,W,240,115,46,89,51.7,10,26,38.5,13,19,68.4,13,38,51,32,8,4,15,21,11
SAS,SAS @ PHI,11/22/2019,L,240,104,43,85,50.6,6,18,33.3,12,16,75,3,29,32,21,6,3,11,15,-11
BOS,BOS @ DEN,11/22/2019,L,240,92,33,81,40.7,7,27,25.9,19,23,82.6,5,35,40,21,12,6,13,19,-4
DEN,DEN vs. BOS,11/22/2019,W,240,96,39,88,44.3,7,28,25,11,13,84.6,11,37,48,24,7,5,18,17,4
SAC,SAC @ BKN,11/22/2019,L,240,97,39,86,45.3,4,26,15.4,15,19,78.9,7,26,33,26,8,2,16,25,-19
BKN,BKN vs. SAC,11/22/2019,W,240,116,41,81,50.6,12,34,35.3,22,31,71,13,35,48,22,9,3,18,18,19
DET,DET vs. ATL,11/22/2019,W,240,128,49,82,59.8,17,34,50,13,20,65,12,30,42,30,13,10,19,17,25
PHX,PHX vs. NOP,11/21/2019,L,240,121,40,86,46.5,13,31,41.9,28,32,87.5,9,29,38,28,10,3,14,19,-3
NOP,NOP @ PHX,11/21/2019,W,240,124,47,88,53.4,16,35,45.7,14,22,63.6,8,36,44,28,8,6,18,25,3
POR,POR @ MIL,11/21/2019,L,240,129,50,103,48.5,17,39,43.6,12,14,85.7,9,32,41,32,6,11,8,27,-8
MIL,MIL vs. POR,11/21/2019,W,240,137,50,106,47.2,16,43,37.2,21,26,80.8,18,40,58,32,7,3,12,20,8
DET,DET @ CHI,11/20/2019,L,240,89,28,83,33.7,8,33,24.2,25,32,78.1,12,34,46,23,6,8,17,20,-20
CHI,CHI vs. DET,11/20/2019,W,240,109,39,91,42.9,14,27,51.9,17,26,65.4,12,43,55,25,9,7,15,24,20
UTA,UTA @ MIN,11/20/2019,W,240,103,35,86,40.7,14,33,42.4,19,27,70.4,13,38,51,22,7,6,11,21,8
GSW,GSW @ DAL,11/20/2019,L,240,94,35,90,38.9,8,27,29.6,16,25,64,9,25,34,18,7,5,10,16,-48
DAL,DAL vs. GSW,11/20/2019,W,240,142,51,90,56.7,22,38,57.9,18,23,78.3,8,42,50,33,7,7,12,21,48
WAS,WAS vs. SAS,11/20/2019,W,240,138,54,92,58.7,18,30,60,12,15,80,6,32,38,37,4,3,17,20,6
MIL,MIL @ ATL,11/20/2019,W,240,135,46,87,52.9,17,43,39.5,26,34,76.5,8,38,46,25,6,8,19,25,8
ATL,ATL vs. MIL,11/20/2019,L,240,127,44,96,45.8,14,31,45.2,25,31,80.6,9,34,43,27,8,2,13,26,-8
SAS,SAS @ WAS,11/20/2019,L,240,132,49,93,52.7,12,32,37.5,22,29,75.9,12,29,41,32,8,8,12,13,-6
TOR,TOR vs. ORL,11/20/2019,W,240,113,45,87,51.7,9,27,33.3,14,19,73.7,10,37,47,26,5,5,13,21,16
ORL,ORL @ TOR,11/20/2019,L,240,97,35,91,38.5,9,32,28.1,18,28,64.3,16,27,43,26,9,8,14,16,-16
BOS,BOS @ LAC,11/20/2019,L,265,104,41,104,39.4,12,45,26.7,10,14,71.4,18,35,53,26,11,2,18,22,-3
DEN,DEN vs. HOU,11/20/2019,W,240,105,44,94,46.8,9,27,33.3,8,15,53.3,15,33,48,29,13,4,15,21,10
HOU,HOU @ DEN,11/20/2019,L,240,95,32,76,42.1,12,38,31.6,19,25,76,9,34,43,19,9,2,21,22,-10
PHI,PHI vs. NYK,11/20/2019,W,240,109,39,89,43.8,13,32,40.6,18,26,69.2,10,34,44,30,5,5,10,14,5
LAC,LAC vs. BOS,11/20/2019,W,265,107,39,93,41.9,17,45,37.8,12,16,75,14,39,53,26,12,9,23,18,3
CHA,CHA @ BKN,11/20/2019,L,240,91,30,81,37,11,33,33.3,20,26,76.9,8,33,41,17,8,3,16,23,-10
BKN,BKN vs. CHA,11/20/2019,W,240,101,36,90,40,10,39,25.6,19,23,82.6,13,40,53,19,11,1,17,21,10
NYK,NYK @ PHI,11/20/2019,L,240,104,40,84,47.6,13,25,52,11,15,73.3,7,35,42,17,8,6,14,25,-5
MIA,MIA vs. CLE,11/20/2019,W,240,124,41,78,52.6,19,37,51.4,23,31,74.2,12,32,44,25,8,5,24,20,24
MIN,MIN vs. UTA,11/20/2019,L,240,95,35,89,39.3,14,45,31.1,11,21,52.4,12,39,51,13,5,9,14,20,-8
CLE,CLE @ MIA,11/20/2019,L,240,100,37,87,42.5,12,38,31.6,14,16,87.5,10,24,34,19,13,2,19,23,-24
POR,POR @ NOP,11/19/2019,L,240,104,40,92,43.5,16,29,55.2,8,13,61.5,11,37,48,20,5,4,17,23,-11
MEM,MEM vs. GSW,11/19/2019,L,240,95,36,88,40.9,9,25,36,14,19,73.7,7,30,37,26,6,4,14,23,-19
SAC,SAC vs. PHX,11/19/2019,W,240,120,42,79,53.2,13,31,41.9,23,25,92,8,35,43,28,7,7,19,26,4
OKC,OKC @ LAL,11/19/2019,L,240,107,38,80,47.5,9,28,32.1,22,25,88,8,31,39,22,10,2,16,22,-5
PHX,PHX @ SAC,11/19/2019,L,240,116,38,89,42.7,12,36,33.3,28,34,82.4,14,25,39,24,11,4,12,20,-4
NOP,NOP vs. POR,11/19/2019,W,240,115,41,93,44.1,13,36,36.1,20,24,83.3,16,37,53,24,10,5,13,15,11
LAL,LAL vs. OKC,11/19/2019,W,240,112,43,89,48.3,14,31,45.2,12,19,63.2,14,32,46,29,9,8,16,20,5
GSW,GSW @ MEM,11/19/2019,W,240,114,43,90,47.8,9,29,31,19,22,86.4,11,40,51,33,5,10,15,24,19
LAC,LAC vs. OKC,11/18/2019,W,240,90,35,87,40.2,10,36,27.8,10,14,71.4,13,36,49,23,7,5,17,25,2
DAL,DAL vs. SAS,11/18/2019,W,240,117,42,84,50,17,41,41.5,16,23,69.6,9,32,41,28,4,3,13,19,7
SAS,SAS @ DAL,11/18/2019,L,240,110,44,96,45.8,8,24,33.3,14,16,87.5,17,31,48,18,6,2,10,18,-7
POR,POR @ HOU,11/18/2019,L,240,108,40,96,41.7,11,36,30.6,17,23,73.9,12,32,44,28,7,5,17,21,-24
NYK,NYK vs. CLE,11/18/2019,W,240,123,44,98,44.9,8,23,34.8,27,35,77.1,19,28,47,17,8,10,7,24,18
CLE,CLE @ NYK,11/18/2019,L,240,105,36,76,47.4,17,36,47.2,16,30,53.3,10,31,41,18,2,1,20,26,-18
PHX,PHX vs. BOS,11/18/2019,L,240,85,33,82,40.2,10,36,27.8,9,12,75,8,37,45,22,7,6,19,17,-14
HOU,HOU vs. POR,11/18/2019,W,240,132,47,100,47,17,45,37.8,21,26,80.8,17,41,58,24,9,10,16,21,24
BOS,BOS @ PHX,11/18/2019,W,240,99,37,89,41.6,12,41,29.3,13,17,76.5,11,41,52,22,12,5,17,21,14
TOR,TOR vs. CHA,11/18/2019,W,240,132,50,97,51.5,20,43,46.5,12,15,80,16,37,53,40,13,2,11,25,36
BKN,BKN vs. IND,11/18/2019,L,240,86,30,84,35.7,11,34,32.4,15,24,62.5,4,36,40,18,2,7,10,19,-29
CHA,CHA @ TOR,11/18/2019,L,240,96,33,78,42.3,15,45,33.3,15,24,62.5,9,28,37,26,3,8,20,19,-36
MIL,MIL @ CHI,11/18/2019,W,240,115,38,82,46.3,15,41,36.6,24,35,68.6,8,40,48,24,12,9,15,16,14
IND,IND @ BKN,11/18/2019,W,240,115,44,101,43.6,14,33,42.4,13,17,76.5,15,48,63,26,5,8,10,22,29
CHI,CHI vs. MIL,11/18/2019,L,240,101,39,97,40.2,12,34,35.3,11,14,78.6,13,37,50,25,6,6,15,25,-14
UTA,UTA vs. MIN,11/18/2019,L,240,102,35,96,36.5,12,31,38.7,20,26,76.9,12,41,53,20,5,5,14,23,-10
OKC,OKC @ LAC,11/18/2019,L,240,88,28,75,37.3,7,27,25.9,25,28,89.3,9,36,45,17,12,4,17,19,-2
MIN,MIN @ UTA,11/18/2019,W,240,112,41,89,46.1,14,38,36.8,16,19,84.2,5,46,51,22,6,10,15,25,10
BOS,BOS @ SAC,11/17/2019,L,240,99,34,82,41.5,10,30,33.3,21,24,87.5,10,36,46,26,7,3,15,14,-1
SAC,SAC vs. BOS,11/17/2019,W,240,100,38,89,42.7,14,35,40,10,12,83.3,10,35,45,22,8,7,12,24,1
GSW,GSW @ NOP,11/17/2019,L,240,100,37,91,40.7,7,25,28,19,23,82.6,9,34,43,23,7,3,12,19,-8
ATL,ATL @ LAL,11/17/2019,L,240,101,37,86,43,8,28,28.6,19,25,76,9,28,37,16,11,2,20,19,-21
LAL,LAL vs. ATL,11/17/2019,W,240,122,47,89,52.8,15,35,42.9,13,16,81.3,10,32,42,26,10,14,17,19,21
NOP,NOP vs. GSW,11/17/2019,W,240,108,37,89,41.6,18,46,39.1,16,20,80,11,37,48,24,3,5,15,21,8
ORL,ORL vs. WAS,11/17/2019,W,240,125,43,87,49.4,15,38,39.5,24,26,92.3,11,41,52,25,5,3,14,15,4
MEM,MEM vs. DEN,11/17/2019,L,240,114,39,84,46.4,16,36,44.4,20,24,83.3,9,36,45,29,4,3,16,17,-17
DEN,DEN @ MEM,11/17/2019,W,240,131,49,89,55.1,18,32,56.3,15,23,65.2,6,33,39,36,10,10,12,24,17
CLE,CLE vs. PHI,11/17/2019,L,240,95,34,90,37.8,6,25,24,21,24,87.5,11,31,42,14,9,5,15,21,-19
PHI,PHI @ CLE,11/17/2019,W,240,114,46,84,54.8,9,23,39.1,13,17,76.5,4,40,44,33,6,11,14,22,19
WAS,WAS @ ORL,11/17/2019,L,240,121,46,97,47.4,19,41,46.3,10,12,83.3,9,29,38,31,7,2,9,21,-4
MIN,MIN vs. HOU,11/16/2019,L,240,105,38,84,45.2,12,38,31.6,17,23,73.9,13,33,46,23,7,5,19,20,-20
HOU,HOU @ MIN,11/16/2019,W,240,125,43,94,45.7,19,49,38.8,20,22,90.9,14,28,42,15,7,3,12,18,20
DAL,DAL vs. TOR,11/16/2019,W,240,110,37,88,42,9,39,23.1,27,33,81.8,12,43,55,24,7,4,13,15,8
BKN,BKN @ CHI,11/16/2019,W,240,117,40,88,45.5,10,43,23.3,27,31,87.1,5,35,40,30,10,9,15,30,6
CHI,CHI vs. BKN,11/16/2019,L,240,111,32,91,35.2,9,39,23.1,38,41,92.7,17,39,56,15,8,2,20,30,-6
SAS,SAS vs. POR,11/16/2019,L,240,116,41,88,46.6,5,18,27.8,29,34,85.3,7,36,43,25,8,7,10,17,-5
NYK,NYK vs. CHA,11/16/2019,L,240,102,39,86,45.3,6,20,30,18,23,78.3,13,35,48,22,5,1,11,21,-1
CHA,CHA @ NYK,11/16/2019,W,240,103,36,87,41.4,17,48,35.4,14,19,73.7,12,30,42,22,5,3,10,18,1
MIL,MIL @ IND,11/16/2019,W,240,102,43,96,44.8,11,39,28.2,5,7,71.4,8,47,55,23,6,8,15,13,19
IND,IND vs. MIL,11/16/2019,L,240,83,32,100,32,12,34,35.3,7,9,77.8,14,40,54,19,8,7,15,10,-19
POR,POR @ SAS,11/16/2019,W,240,121,42,93,45.2,13,39,33.3,24,26,92.3,9,39,48,21,2,4,12,20,5
MIA,MIA vs. NOP,11/16/2019,W,240,109,44,81,54.3,9,24,37.5,12,13,92.3,9,36,45,25,13,3,21,6,15
NOP,NOP @ MIA,11/16/2019,L,240,94,37,82,45.1,16,35,45.7,4,6,66.7,7,24,31,23,10,2,18,16,-15
ATL,ATL @ LAC,11/16/2019,L,240,101,34,90,37.8,6,24,25,27,37,73,14,24,38,19,11,10,19,27,-49
LAC,LAC vs. ATL,11/16/2019,W,240,150,50,93,53.8,17,33,51.5,33,35,94.3,12,41,53,30,10,12,21,28,49
TOR,TOR @ DAL,11/16/2019,L,240,102,37,89,41.6,17,41,41.5,11,15,73.3,7,35,42,21,7,2,15,20,-8
DET,DET @ CHA,11/15/2019,L,240,106,40,81,49.4,15,35,42.9,11,11,100,7,35,42,25,3,3,21,19,-3
CHA,CHA vs. DET,11/15/2019,W,240,109,43,96,44.8,13,35,37.1,10,16,62.5,14,27,41,22,10,3,11,17,3
MIN,MIN vs. WAS,11/15/2019,L,240,116,42,89,47.2,11,37,29.7,21,29,72.4,9,34,43,26,6,5,20,20,-21
IND,IND @ HOU,11/15/2019,L,240,102,37,82,45.1,8,33,24.2,20,26,76.9,8,34,42,24,2,2,17,25,-9
HOU,HOU vs. IND,11/15/2019,W,240,111,36,89,40.4,14,46,30.4,25,29,86.2,10,34,44,12,11,3,8,23,9
GSW,GSW vs. BOS,11/15/2019,L,240,100,34,82,41.5,5,28,17.9,27,34,79.4,12,43,55,17,8,4,20,19,-5
SAS,SAS @ ORL,11/15/2019,L,240,109,45,89,50.6,13,26,50,6,10,60,8,33,41,23,8,8,11,25,-2
BOS,BOS @ GSW,11/15/2019,W,240,105,37,91,40.7,13,33,39.4,18,23,78.3,11,36,47,24,13,5,14,24,5
WAS,WAS @ MIN,11/15/2019,W,240,137,54,100,54,10,28,35.7,19,25,76,13,38,51,38,10,5,14,22,21
OKC,OKC vs. PHI,11/15/2019,W,265,127,41,76,53.9,10,24,41.7,35,41,85.4,6,30,36,22,7,3,13,23,8
PHI,PHI @ OKC,11/15/2019,L,265,119,45,90,50,14,32,43.8,15,22,68.2,13,30,43,24,6,0,16,32,-8
LAL,LAL vs. SAC,11/15/2019,W,240,99,34,81,42,11,37,29.7,20,22,90.9,10,31,41,22,11,6,13,18,2
SAC,SAC @ LAL,11/15/2019,L,240,97,36,82,43.9,16,39,41,9,9,100,10,33,43,24,7,0,18,22,-2
MEM,MEM vs. UTA,11/15/2019,W,240,107,43,96,44.8,10,35,28.6,11,13,84.6,9,37,46,25,6,5,11,23,1
UTA,UTA @ MEM,11/15/2019,L,240,106,35,87,40.2,9,34,26.5,27,32,84.4,9,36,45,17,5,6,15,16,-1
ORL,ORL vs. SAS,11/15/2019,W,240,111,36,87,41.4,12,29,41.4,27,34,79.4,14,34,48,22,6,5,10,13,2
CHI,CHI @ MIL,11/14/2019,L,240,115,38,93,40.9,18,43,41.9,21,25,84,10,35,45,25,14,1,20,29,-9
MIL,MIL vs. CHI,11/14/2019,W,240,124,42,88,47.7,6,33,18.2,34,47,72.3,17,41,58,24,9,4,22,22,9
BKN,BKN @ DEN,11/14/2019,L,240,93,36,95,37.9,8,38,21.1,13,16,81.3,7,44,51,19,3,2,7,14,-8
NOP,NOP vs. LAC,11/14/2019,W,240,132,47,98,48,18,34,52.9,20,29,69,18,33,51,26,11,5,14,25,5
LAC,LAC @ NOP,11/14/2019,L,240,127,46,84,54.8,11,24,45.8,24,31,77.4,6,31,37,28,6,6,16,22,-5
CLE,CLE vs. MIA,11/14/2019,L,240,97,36,85,42.4,8,32,25,17,21,81,11,30,41,18,14,2,18,16,-11
MIA,MIA @ CLE,11/14/2019,W,240,108,43,79,54.4,12,30,40,10,11,90.9,4,37,41,31,10,7,19,21,11
ATL,ATL @ PHX,11/14/2019,L,240,112,40,91,44,8,31,25.8,24,30,80,15,34,49,25,15,5,22,31,-16
PHX,PHX vs. ATL,11/14/2019,W,240,128,41,85,48.2,15,39,38.5,31,38,81.6,7,32,39,32,6,2,20,24,16
DEN,DEN vs. BKN,11/14/2019,W,240,101,43,101,42.6,10,33,30.3,5,10,50,14,48,62,26,4,3,7,14,8
NYK,NYK vs. DAL,11/14/2019,W,240,106,42,94,44.7,13,30,43.3,9,11,81.8,15,38,53,20,6,2,15,27,3
DAL,DAL @ NYK,11/14/2019,L,240,103,36,84,42.9,8,36,22.2,23,31,74.2,12,32,44,21,8,7,12,16,-3
SAS,SAS @ MIN,11/13/2019,L,240,114,44,90,48.9,3,17,17.6,23,29,79.3,10,34,44,24,4,4,12,23,-15
MIN,MIN vs. SAS,11/13/2019,W,240,129,45,91,49.5,11,34,32.4,28,34,82.4,13,37,50,25,11,4,10,25,15
WAS,WAS @ BOS,11/13/2019,L,240,133,50,96,52.1,11,29,37.9,22,27,81.5,9,27,36,28,5,4,9,23,-7
ORL,ORL vs. PHI,11/13/2019,W,240,112,38,86,44.2,10,32,31.3,26,34,76.5,9,39,48,27,6,2,13,22,15
LAC,LAC @ HOU,11/13/2019,L,240,93,38,98,38.8,10,33,30.3,7,14,50,11,42,53,17,3,3,13,21,-9
HOU,HOU vs. LAC,11/13/2019,W,240,102,33,86,38.4,14,42,33.3,22,27,81.5,9,44,53,12,7,6,10,17,9
MEM,MEM @ CHA,11/13/2019,W,240,119,48,89,53.9,17,35,48.6,6,9,66.7,11,34,45,32,9,5,24,21,2
CHA,CHA vs. MEM,11/13/2019,L,240,117,43,87,49.4,16,36,44.4,15,19,78.9,7,27,34,27,8,5,15,12,-2
TOR,TOR @ POR,11/13/2019,W,240,114,42,92,45.7,14,32,43.8,16,17,94.1,14,36,50,20,4,9,14,20,8
POR,POR vs. TOR,11/13/2019,L,240,106,38,96,39.6,17,48,35.4,13,16,81.3,11,32,43,24,3,7,12,16,-8
BOS,BOS vs. WAS,11/13/2019,W,240,140,49,96,51,16,36,44.4,26,29,89.7,10,34,44,32,5,5,12,26,7
GSW,GSW @ LAL,11/13/2019,L,240,94,36,89,40.4,9,35,25.7,13,17,76.5,10,23,33,29,8,7,17,14,-26
LAL,LAL vs. GSW,11/13/2019,W,240,120,48,89,53.9,9,20,45,15,18,83.3,13,38,51,31,8,6,19,18,26
PHI,PHI @ ORL,11/13/2019,L,240,97,40,91,44,8,30,26.7,9,13,69.2,8,39,47,25,5,5,15,27,-15
SAC,SAC vs. POR,11/12/2019,W,240,107,38,86,44.2,11,32,34.4,20,26,76.9,11,35,46,24,9,5,14,25,8
CHI,CHI vs. NYK,11/12/2019,W,240,120,41,81,50.6,14,33,42.4,24,31,77.4,9,37,46,22,9,2,20,25,18
UTA,UTA vs. BKN,11/12/2019,W,240,119,43,92,46.7,6,26,23.1,27,35,77.1,11,35,46,16,7,4,11,18,5
BKN,BKN @ UTA,11/12/2019,L,240,114,41,90,45.6,11,37,29.7,21,25,84,10,33,43,19,5,8,17,29,-5
POR,POR @ SAC,11/12/2019,L,240,99,34,77,44.2,8,30,26.7,23,30,76.7,7,33,40,15,4,5,17,19,-8
ATL,ATL @ DEN,11/12/2019,W,240,125,44,83,53,15,34,44.1,22,34,64.7,10,35,45,30,1,5,15,21,4
DEN,DEN vs. ATL,11/12/2019,L,240,121,46,104,44.2,11,41,26.8,18,22,81.8,15,25,40,31,7,5,3,24,-4
IND,IND vs. OKC,11/12/2019,W,240,111,46,94,48.9,7,23,30.4,12,13,92.3,11,39,50,21,6,4,15,20,26
PHX,PHX vs. LAL,11/12/2019,L,240,115,43,91,47.3,16,38,42.1,13,17,76.5,6,33,39,32,3,4,11,22,-8
OKC,OKC @ IND,11/12/2019,L,240,85,29,82,35.4,6,25,24,21,24,87.5,9,31,40,19,9,4,15,16,-26
DET,DET @ MIA,11/12/2019,L,240,108,34,78,43.6,15,41,36.6,25,37,67.6,8,24,32,27,9,9,16,28,-9
MIA,MIA vs. DET,11/12/2019,W,240,117,41,77,53.2,14,32,43.8,21,27,77.8,8,34,42,34,6,1,20,30,9
CLE,CLE @ PHI,11/12/2019,L,240,97,38,86,44.2,5,21,23.8,16,20,80,9,36,45,13,10,0,14,13,-1
PHI,PHI vs. CLE,11/12/2019,W,240,98,40,89,44.9,8,38,21.1,10,13,76.9,11,35,46,24,8,8,14,20,1
LAL,LAL @ PHX,11/12/2019,W,240,123,51,95,53.7,10,25,40,11,21,52.4,8,36,44,39,4,4,10,21,8
NYK,NYK @ CHI,11/12/2019,L,240,102,36,88,40.9,10,32,31.3,20,31,64.5,13,25,38,27,12,1,18,28,-18
MIN,MIN @ DET,11/11/2019,W,240,120,45,89,50.6,15,34,44.1,15,19,78.9,11,34,45,25,7,6,17,23,6
DET,DET vs. MIN,11/11/2019,L,240,114,39,87,44.8,16,32,50,20,25,80,12,27,39,25,9,5,17,22,-6
DAL,DAL @ BOS,11/11/2019,L,240,106,37,89,41.6,11,42,26.2,21,28,75,13,33,46,22,2,5,8,26,-10
